H,B,S,V,R,E,F,CCI
0.4370383382355746,0.5229998316168594,0.2523503756645135,0.6679946333263826,0.6766127437252382,0.5113991845137137,0.28066126782841255,0.5505058992193345
0.8636735721786679,0.8221685488873948,0.30896628562479167,0.6452247820645809,0.5467790414852167,0.6373624460481304,0.3758281891589719,0.568219023109685
0.6006648398253901,0.5718437364888356,0.3295750166815882,0.6834891187299044,0.5966817087245125,0.5564508840900462,0.2691793547239535,0.6352913405774049
0.4745394837426938,0.6590072512691966,0.28553574081473415,0.7605573944941031,0.8969647107805718,0.6153209162202599,0.3557932662219755,0.5555679378462557
0.5793639311818573,0.7933797986547737,0.30196157931786854,0.6352643715521022,0.8621827595427872,0.6344304880498778,0.3753924303554963,0.5511688741696504
0.8655351875287395,0.8454139045904413,0.28408878296063256,0.8973623566702625,0.3871333869871318,0.6559067237474415,0.3999392462480935,0.5585634426891263
0.3388149141369387,0.6227148529359108,0.22020527551944416,1.0,0.3965932522161259,0.5156656589616839,0.3094385770732703,0.5784657581959097
0.7632536368636129,0.8872696523396832,0.30989914629962106,0.7388297326610023,0.5545757535387758,0.6507655843405391,0.39575215277896897,0.5556506455303943
0.5535232115579223,0.709138531144615,0.30844619428065917,0.7498568475466963,0.8220207496399788,0.6285971068339743,0.3636938158600433,0.5602584367352599
0.965117491910687,0.961898977495451,0.24933821187375585,0.22263142816069575,0.9544951803087003,0.670696257949858,0.38845522113741,0.5733841457926615
0.6506385678651466,0.6582089967475638,0.31013467121558086,0.6427322588188077,0.8073215037240715,0.613807199674234,0.3432077046807527,0.5625550130212639
0.8369325850958389,0.9719372130180276,0.28503046271250754,0.6534706149896348,0.481300382709575,0.6457342517051169,0.39528178605808967,0.5480676359960848
0.40636261440306026,0.8906921809602584,0.26931106785625886,0.9099267645726897,0.6535573362075455,0.6259699927999626,0.37144045924503455,0.5470334268236215
1.0,0.8057796857362909,0.2762286911125186,0.6939772222128558,0.4416168123388485,0.6435204822801028,0.3934801194217949,0.5432179707454542
0.6745123621043317,0.7300709302976807,0.29950706509693653,0.5680092506558951,0.8140225213160905,0.617224425894187,0.35281938518354594,0.5492339722663144
0.7677590459026642,0.6242789770039674,0.3199818702546142,0.76161472399601,0.7663622880707012,0.6479993810455913,0.38771952687480493,0.554066631073119
1.0,0.942134616591816,0.2741231144772201,0.418878379346233,0.6250632177262171,0.6520398656282972,0.4011956825283788,0.5546404317665529
0.8528118270162675,0.9338167925458236,0.29308389367171583,0.7677505531561652,0.4296541521042282,0.65542344369884,0.4011737526141237,0.5626148949811154
0.6054555726340489,0.8419597093011438,0.2932107510871589,0.8061976563111845,0.5538560754345433,0.6201359529536159,0.3596679444387926,0.5503472154712352
0.8712931866752675,0.22005698987028022,0.24018504502931226,0.9958955968944475,0.8905633247706144,0.6435988286479845,0.3681886110270275,0.5649559748215055
0.5021370840117991,0.6931427434902051,0.29714831650667084,0.9308551434332358,0.8299971306341875,0.6506560836152196,0.3986691121219401,0.5536508487530738
0.8621270619977346,0.5825763509487694,0.25112173403158394,0.9651190758328776,0.35324893300790505,0.6028386311637741,0.35106604829107974,0.5528449209144711
0.9281821902265764,0.5759839023877398,0.2733485476027872,0.9220115689509015,0.4555777498362218,0.6310207918008455,0.3782016430713733,0.5511909956790602
0.8461793576604754,0.5739428120119745,0.26135375516667936,0.4432724059203461,0.6543393254876614,0.5558175312494273,0.3084605853878456,0.5525624369457897
0.46644265770776505,0.8288483094648386,0.2794391762734458,0.6865595779445653,0.7036351347646135,0.5929849712310457,0.33303278561069505,0.5496758892281521
0.664835897860602,0.23809902866768518,0.22805187512551847,0.9640824202310989,0.9481302452063152,0.608639893418244,0.3519233718724377,0.5498079332365693
0.44935345446467245,0.8653818607419239,0.2646577425830557,0.9775428691378447,0.5084534069555006,0.6130778667765995,0.3600013557702222,0.5588317972063294
1.0,0.14793495273496748,0.19998223977621696,0.9617176452511162,1.0,0.6619269675524602,0.3761725150883106,0.5205081541467143
0.833998278917832,0.6559885466522777,0.2993875684057044,0.7720493512540257,0.5560540814652064,0.6234955653390092,0.36117929813760485,0.5514408923223211
0.9616614488125477,0.19850949883667268,0.2263662223290558,0.8930303417732252,0.9808715434446856,0.6520878110392374,0.3747673294915002,0.5452855067448569
0.5141987576289555,0.8324030090502164,0.24714577783289854,0.32829029343584387,0.8647112951225993,0.5573498266141026,0.3145750119729598,0.5776231059114909
0.5966480996544278,0.5800221607909182,0.29269868738953597,0.7741085749947155,1.0,0.6486955045659195,0.4000560549042217,0.5495228822744561
0.6497362585168904,0.6436728544645153,0.31343882453398697,0.7813675223698541,0.7615179427830855,0.6299466805336664,0.36354787263251565,0.5555636261958596
0.2086001399326831,1.0,0.23185917296399075,0.9440240810078625,0.7514549640071593,0.6271876715823391,0.3565032012637478,0.5658491121718551
0.3980594714214755,0.8722298647365209,0.27671612454807004,0.9347049323065877,0.7292014785236668,0.6421823743072641,0.38686747460438725,0.5517520912266926
0.32275514478710793,0.7838005044164937,0.2433566622859521,1.0,0.6382722089356953,0.5976369040850498,0.3481743046345972,0.5466321764844495
1.0,0.3705021224009858,0.2607490333278664,0.6884455473428479,1.0,0.66393934061434,0.41561805605140967,0.536566102594125
1.0,0.6550660050111595,0.2741916758154296,0.4109605909375941,0.8315171048355021,0.6343470753199372,0.3794986311414399,0.5574155782431442
0.5846040327852101,0.8287111540239087,0.30915657764881704,0.7615758455687136,0.6541579731690343,0.6276411166391367,0.3624268926986225,0.5602961104991464
0.7507620328241688,0.8904933826172117,0.27905914230778156,0.4733891618341183,0.6474198536696112,0.6082247146505784,0.35065115809287173,0.547648213541386
0.8334790004995453,0.3904047992399902,0.2805835502432742,0.9404239866786656,0.8648069824899154,0.6619396638302781,0.40993345428847583,0.5502424219278081
0.6624855980051642,0.41644927729525816,0.28822562761967063,0.9427718248888936,0.8331649060419566,0.6286194467701887,0.36694040424378893,0.5783128182273336
0.5453536749231315,0.8480522693773758,0.3060594220517665,0.7567994131519156,0.7414576679918248,0.6395444894992028,0.38027990268770606,0.5534304593785333
0.7403201499461899,0.4036478730885621,0.28040893494456365,0.8310570230264224,0.9655150471571678,0.6441898056325812,0.3885200754784106,0.5569063623110816
0.8784745173633116,0.8659781181285958,0.23526020186620994,0.2663987505247881,0.6716540456723893,0.583553126711059,0.3345732184172389,0.5509038189451048
0.6864963461001817,0.42408802013668184,0.2620429253549833,1.0,0.6272724398438159,0.5999799462871325,0.3490510666322809,0.5513844398518623
0.8337937782977056,0.7212190832278232,0.31882703388077355,0.6008150333509298,0.8295416663479458,0.6608393190210355,0.4090138263771864,0.554419403044684
0.7882161933479137,0.7170561769208095,0.2951194175905471,0.8614053848642996,0.47772581948890175,0.6279045984424944,0.36691335087604077,0.5591202668865328
1.0,1.0,0.26093448800488733,0.5530030423490537,0.40007589801374993,0.6428026856735383,0.39074100476182594,0.5550600613965861
0.31032869255249845,0.327681178602208,0.18486237658457993,0.405770750841407,0.7416627448454917,0.39406114868523706,0.3001264962806492,0.5664217674482575
0.4457897535176641,1.0,0.27783651656066377,0.6317852831581288,0.9090101964732673,0.6528843499419448,0.40415590826294745,0.5499866740385534
0.7876936680137665,1.0,0.28176139390424293,0.5511351492002392,0.4635049446574406,0.6168190311551378,0.35829286085519696,0.579358685561327
0.5637578429921307,0.8160606973220698,0.28159260129744396,0.561649142140507,0.5796367822376145,0.5605394131979532,0.30069573478214207,0.5676658262085207
0.9429103584560992,0.37438180083808015,0.25935288079443014,0.6315897786105932,1.0,0.6416469637398405,0.389440211574813,0.5447735686416756
0.37493440370565667,0.9534954576396135,0.2663408964771992,0.6201959452631729,0.7853857729092844,0.6000704951989853,0.3430633263474936,0.5691793231370854
0.7311785041198603,0.3540151194764368,0.2646973370197092,0.8821751676534939,0.8843796113467199,0.6232891479232441,0.36523514010436375,0.5510954595581099
0.49637542598392853,0.5920283303213233,0.28256271384352294,0.7538174606705641,0.9553172533693493,0.6160202368377377,0.3588825826517623,0.5591567913706865
0.5944639286812206,0.8102611416859945,0.2592880001956244,0.3508110830359859,0.755721280031376,0.5541090867260403,0.30570843960246774,0.5751381607315537
0.9207146375525227,0.8529170825037163,0.32519810656600434,0.7259522652447271,0.6038680335846943,0.685730025090333,0.4503594801846951,0.5585751742691991
0.6614749839599542,0.5431221368102956,0.302984129269305,0.8054905425934196,0.8454079860441923,0.6316959557354334,0.37046739476875745,0.5576583301241519
0.6274096958792276,0.5117406063341821,0.2867090944127385,0.6721711170562538,0.8528918096478937,0.5901844646660591,0.327295694627481,0.5606867464060463
0.885402312846005,0.5437066189421221,0.2762541348679539,0.9226347711435442,0.5311602841439589,0.6318316243887169,0.3811126105560768,0.5403672199875156
